INDEX,rank display,institution,location code,size,research,focus,status,ar score,ar rank,er score,er rank,fsr score,fsr rank,cpf score,cpf rank,ger score,ger rank,ifr score,ifr rank,irn score,irn rank,isr score,isr rank,SUS SCORE,SUS RANK,Overall Score
935,901-950,University Paris Panthéon-Assas,FR,L,VH,SP,A,7.1,601+,3.5,601+,62.1,230,1.2,701+,53.1,238,11.8,701+,4.3,701+,26.1,464,1,701+,
936,901-950,"University of Alabama, Birmingham",US,L,VH,FC,A,5.8,601+,4.2,601+,56,263,16.8,607,1.7,701+,,,54.5,701+,,,2,701+,
937,901-950,University of Calabria,IT,M,VH,CO,A,6.8,601+,2.3,601+,5.5,701+,22.6,525,1.7,701+,8.3,701+,81.4,299,6.2,701+,29.6,447=,
938,901-950,University of East London,GB,L,HI,CO,A,3.6,601+,3.6,601+,3.1,701+,6.2,701+,7.6,701+,73.1,274,33.3,701+,100,32,1.1,701+,
939,901-950,University of Hail,SA,L,HI,FC,A,5.2,601+,1.9,601+,39.4,394,2.4,701+,2.3,701+,100,43,43.3,701+,3,701+,1.5,701+,
940,901-950,University of Lodz,PL,L,VH,CO,A,11.5,601+,4.1,601+,39.5,393,3.4,701+,16.3,628,4,701+,70.9,470,11.3,692,1.9,701+,
941,901-950,University of Maribor,SI,L,HI,FC,A,8,601+,6.6,601+,29.2,530,6.8,701+,33.4,380,1.8,701+,61,622,13,658,9.1,686=,
942,901-950,University of Murcia,ES,L,VH,FC,A,11.7,601+,2.9,601+,24.5,599,6.8,701+,3.7,701+,1.7,701+,79.8,326,3.9,701+,44.9,338=,
943,901-950,University of Nairobi,KE,XL,MD,FC,A,10,601+,11.7,601+,20.1,671,1.8,701+,92.5,67,,,50.1,701+,,,1.8,701+,
944,901-950,University of Peshawar,PK,M,VH,FO,A,6.9,601+,9.9,601+,34.3,462,21.4,541,15.3,649,,,42.9,701+,1.9,701+,1.1,701+,
945,901-950,University of Salford,GB,L,HI,CO,A,6.8,601+,3.9,601+,6.4,701+,6.9,701+,9.6,701+,36.7,435,63.6,579,69.8,212,5.8,701+,
946,901-950,Università degli Studi della Tuscia (University of Tuscia),IT,M,VH,CO,A,4.6,601+,1.2,601+,5.6,701+,43.6,315,2,701+,13.7,689,32.4,701+,10.4,701+,2.2,701+,
947,901-950,Università degli studi Roma Tre,IT,XL,VH,CO,A,17.4,517,8,601+,2.2,701+,12.1,689,7.1,701+,8.5,701+,62.5,595,4.2,701+,19.7,537=,
948,901-950,Viet Nam National University Ho Chi Minh City (VNU-HCM),VN,XL,VH,CO,A,18.8,481,24.6,389,5.7,701+,2.1,701+,24.9,466,4.2,701+,45.7,701+,1.1,701+,4.6,701+,
949,901-950,Worcester Polytechnic Institute,US,M,VH,CO,B,3.5,601+,5.2,601+,17.4,701+,26.2,483,8.3,701+,42,410,25.6,701+,23.5,499,1.9,701+,
950,901-950,Wroclaw University of Science and Technology (WRUST),PL,L,VH,SP,A,11.7,601+,18.9,470,33.7,467,5.3,701+,3.2,701+,3.4,701+,55.5,683,5,701+,1.3,701+,
951,901-950,Yerevan State University,AM,M,HI,CO,A,7,601+,2.9,601+,51.4,295,1.3,701+,87.4,92,5.1,701+,20,701+,1.7,701+,1,701+,
952,901-950,Yokohama City University,JP,M,VH,FO,A,3.4,601+,2.4,601+,96.2,54,10.3,701+,3.1,701+,5.4,701+,10.5,701+,2.4,701+,1,701+,
953,951-1000,Almaty Technological University,KZ,M,HI,FO,A,6.2,601+,4.2,601+,88.1,93,1,701+,3.3,701+,25,536,2.9,701+,4.8,701+,1.1,701+,
954,951-1000,Athens University of Economics and Business,GR,M,HI,SP,A,7.6,601+,29.3,323,1.7,701+,20,556,20.9,547,1.6,701+,14,701+,3.1,701+,2.4,701+,
955,951-1000,Auburn University,US,L,VH,CO,A,7.1,601+,7.7,601+,7.6,701+,17.2,597,16.4,627,27.6,510,54.7,701+,6,701+,10.9,648=,
956,951-1000,Baku State University,AZ,L,HI,CO,A,12.9,601+,5.5,601+,41.7,373,1.4,701+,47.7,271,5.3,701+,16.7,701+,2.2,701+,1.3,701+,
957,951-1000,Bina Nusantara University (BINUS),ID,L,VH,CO,C,12.5,601+,21.8,426,19.9,678,2.1,701+,12.9,701+,34.7,463,10.7,701+,4.3,701+,4.1,701+,
958,951-1000,Clark University,US,S,VH,CO,B,2.6,601+,2.5,601+,18.9,701+,16.7,608,13.6,701+,13.2,701+,20.2,701+,84.7,154,6.5,701+,
959,951-1000,Clemson University,US,L,VH,CO,A,7.3,601+,7,601+,12.6,701+,15.2,633,7.7,701+,11.6,701+,78.5,346,5.2,701+,12.3,618=,
960,951-1000,D. Serikbayev East Kazakhstan state technical university,KZ,M,MD,CO,A,13,601+,7.7,601+,64.2,211,1.2,701+,3.5,701+,14.4,674,2.4,701+,2.5,701+,1.3,701+,
961,951-1000,Ferdowsi University of Mashhad,IR,L,VH,CO,A,7,601+,6,601+,3.5,701+,28.2,463,5.2,701+,1.3,701+,71.7,455,7.1,701+,1.7,701+,
962,951-1000,Financial University under the Government of the Russian Federation,RU,L,VH,FO,A,5.3,601+,9.9,601+,39.3,397,1.6,701+,47.7,270,4.7,701+,32.4,701+,19.4,557,5.1,701+,
963,951-1000,Hallym University,KR,M,VH,FC,B,2.8,601+,1.8,601+,94.4,65,6.9,701+,1.7,701+,3.8,701+,5.7,701+,2.2,701+,1.1,701+,
964,951-1000,Indian Institute of Technology Bhubaneswar,IN,S,VH,FO,A,4.3,601+,3.5,601+,10,701+,50.2,260,2.1,701+,1.5,701+,6.8,701+,1,701+,1.9,701+,
965,951-1000,Instituto Tecnológico de Buenos Aires (ITBA),AR,S,HI,FO,B,8.8,601+,24.6,387,39,401,1.3,701+,22.3,515,17.3,638,2.7,701+,12.3,674,,,
966,951-1000,Khon Kaen University,TH,XL,HI,FC,A,17.2,524,10.7,601+,7.4,701+,4.4,701+,4.4,701+,5.3,701+,50.9,701+,2.3,701+,31.8,431,
967,951-1000,King Mongkut's University of Technology Thonburi,TH,L,VH,CO,A,13.2,601+,6.3,601+,13.3,701+,8.5,701+,2.6,701+,9.5,701+,36.9,701+,3.2,701+,41,360=,
968,951-1000,Kumamoto University,JP,M,VH,FC,A,7.1,601+,2.8,601+,55.2,273,12.6,677,2.9,701+,7.2,701+,35.1,701+,3.5,701+,8,701+,
969,951-1000,Mansoura University,EG,XL,VH,FC,A,14.1,601+,12,601+,3.3,701+,2.6,701+,4.4,701+,6.7,701+,74.7,413,5.7,701+,40.4,363=,
970,951-1000,Niigata University,JP,L,HI,FC,A,4.9,601+,3.2,601+,85.3,103,3.8,701+,5.7,701+,4.6,701+,18.4,701+,3.1,701+,1.8,701+,
971,951-1000,Northern Borders University,SA,L,MD,FC,A,13.1,601+,4.7,601+,20.2,666,2.1,701+,2.4,701+,98.4,115,13.1,701+,4.8,701+,1,701+,
972,951-1000,Pontificia Universidad Católica del Ecuador (PUCE),EC,L,HI,FO,B,17.3,518,16.2,524,11.5,701+,1.3,701+,34,370,14.2,677,27.1,701+,1.7,701+,1,701+,
973,951-1000,Prince of Songkla University,TH,XL,HI,FC,A,21.6,408,5.6,601+,16.4,701+,3.3,701+,3.9,701+,5.3,701+,40.3,701+,1.9,701+,24.2,497,
974,951-1000,"Queen Margaret University , Edinburgh",GB,S,VH,FO,A,3.5,601+,4.3,601+,5.2,701+,18.3,579,1.4,701+,59.9,326,3.3,701+,73.3,199,1,701+,
975,951-1000,Rhodes University,ZA,M,VH,CO,A,6.3,601+,7.7,601+,12.9,701+,12.6,679,35.5,356,,,54.5,701+,33.2,403,2.9,701+,
976,951-1000,Riga Stradins University,LV,M,MD,SP,A,6.1,601+,13.4,601+,14.1,701+,1.9,701+,11.4,701+,22.3,565,15.1,701+,90.8,118,1.1,701+,
977,951-1000,S.D. Asfendiyarov Kazakh National Medical University,KZ,M,LO,SP,A,6.7,601+,4.2,601+,59.7,245,1.1,701+,3.4,701+,10.4,701+,3.9,701+,64.7,231,1.1,701+,
978,951-1000,Saveetha Institute of Medical and Technical Sciences (deemed to be university),IN,L,VH,FO,B,5.5,601+,2.6,601+,21.1,655,7.2,701+,1.9,701+,87.1,210,60.8,625,7.2,701+,1.7,701+,
979,951-1000,Sophia University,JP,L,HI,CO,B,12.7,601+,19.9,454,21.9,640,1.8,701+,11.7,701+,34.5,466,8.6,701+,10.8,701+,5.2,701+,
980,951-1000,Southern Federal University,RU,L,VH,CO,A,6.6,601+,3.8,601+,67.9,194,1.9,701+,1.8,701+,2.9,701+,40.1,701+,25.2,477,1.2,701+,
981,951-1000,St. Louis University,US,L,VH,CO,B,4.4,601+,2.6,601+,53.2,286,13.5,660,9,701+,12.7,701+,28.7,701+,11,698,1.7,701+,
982,951-1000,The University of Alabama,US,XL,VH,CO,A,10,601+,20.3,449,5.3,701+,11.9,697,10.7,701+,5.3,701+,54.9,699,2.5,701+,6.7,701+,
983,951-1000,The University of Lahore,PK,L,VH,FO,B,11.1,601+,19.4,464,12.3,701+,3.3,701+,2.7,701+,4,701+,61.4,611,3,701+,19.7,537=,
984,951-1000,Universidad Autónoma Metropolitana (UAM),MX,XL,HI,FC,A,23.6,371,11.3,601+,3.7,701+,2.5,701+,4.6,701+,7.8,701+,45.6,701+,1.2,701+,9.4,680=,
985,951-1000,Universidad Nacional de Rosario (UNR),AR,XL,MD,FC,A,19.5,460,7.7,601+,31.2,504,1.1,701+,10.7,701+,,,26.8,701+,6.4,701+,1,701+,
986,951-1000,Universidad Torcuato Di Tella,AR,S,HI,SP,B,12.4,601+,20.8,442,14.4,701+,2.6,701+,35.6,355,33.1,478,4.5,701+,7.8,701+,,,
987,951-1000,Universidad Técnica Federico Santa María (USM),CL,L,VH,FO,B,9.8,601+,33,287,3.2,701+,5,701+,13.1,701+,13.8,688,41.6,701+,1.6,701+,7.6,701+,
988,951-1000,Universidad de Córdoba - España,ES,L,VH,CO,,10.6,601+,3.9,601+,26.5,565,12,693,4.8,701+,,,84.2,258,,,5.6,701+,
989,951-1000,Universidad de La Sabana,CO,M,HI,FC,B,21,418,25.5,370,14.2,701+,2,701+,10.5,701+,3.9,701+,13.1,701+,1.8,701+,1.1,701+,
990,951-1000,Universidad de León,ES,L,HI,CO,,6.7,601+,3.6,601+,51.6,294,4.5,701+,2.8,701+,2.3,701+,44.9,701+,7.2,701+,38.5,381=,
991,951-1000,Universidad de San Andrés - UdeSA,AR,S,HI,SP,B,7.7,601+,19.7,460,46,336,2.2,701+,29.8,419,7.5,701+,13.2,701+,4.1,701+,,,
992,951-1000,Universidad de los Andes - Chile,CL,M,HI,FC,B,16.4,544,18.1,486,8.4,701+,2.8,701+,38.6,331,12.2,701+,22.6,701+,2,701+,1.2,701+,
993,951-1000,Universiti Pendidikan Sultan Idris (UPSI),MY,M,VH,FO,A,13.1,601+,9.9,601+,27.5,554,2.7,701+,3.9,701+,21.3,583,21.1,701+,38.3,366,2.2,701+,
994,951-1000,University of Bahrain,BH,L,HI,CO,A,9.7,601+,5.1,601+,7,701+,2.2,701+,36.3,350,87,213,36.2,701+,8.9,701+,1.1,701+,
995,951-1000,University of Central Lancashire,GB,L,HI,CO,A,5.4,601+,4.9,601+,10.9,701+,3.8,701+,2.1,701+,35.5,451,53.9,701+,82,165,1.5,701+,
996,951-1000,University of Colombo,LK,L,HI,CO,A,13.1,601+,18,489,2.5,701+,3.2,701+,69.6,161,1.1,701+,19.3,701+,1.2,701+,16.3,570=,
997,951-1000,University of Denver,US,M,VH,CO,B,5.4,601+,7.4,601+,42.2,368,7.8,701+,25.6,460,7.7,701+,32.7,701+,5.8,701+,9.9,667=,
998,951-1000,University of Parma,IT,XL,HI,FC,A,9.5,601+,2.7,601+,2.9,701+,25.4,492,9.2,701+,3.8,701+,69.4,491,9.1,701+,2.3,701+,
999,951-1000,University of Regina,CA,L,HI,CO,A,3.3,601+,2.5,601+,3.9,701+,21,544,4.1,701+,7.3,701+,39.1,701+,38.3,365,44.6,343=,
1000,951-1000,University of South Bohemia,CZ,M,VH,FO,A,5.2,601+,2.3,601+,56,264,5.7,701+,1.6,701+,21.5,577,55.3,690,11.4,687,5.7,701+,
1001,951-1000,University of the Western Cape,ZA,L,VH,CO,A,8.6,601+,5.3,601+,4.1,701+,14.1,653,21,545,25.2,531,76.8,383,3.7,701+,2.2,701+,
1002,951-1000,Université Sorbonne Paris Nord,FR,L,VH,FO,,9.5,601+,4.1,601+,4.2,701+,29.3,441,3.9,701+,,,61,619,,,1.4,701+,
1003,951-1000,Université Toulouse 1 Capitole,FR,L,VH,FO,A,13.4,601+,4.6,601+,1.7,701+,6.2,701+,6.1,701+,25.5,526,52.6,701+,50.2,292,1.8,701+,
1004,951-1000,Yarmouk University,JO,L,HI,FC,A,14.1,601+,20.1,450,3.1,701+,2.6,701+,33.8,375,7.3,701+,45.3,701+,8.8,701+,7.5,701+,
1005,951-1000,Yeungnam University,KR,L,VH,FC,C,3.8,601+,2.9,601+,13.4,701+,26.9,477,2.7,701+,34.2,468,43.9,701+,7.5,701+,1.6,701+,
1006,1001-1200,Al-Azhar University,EG,XL,VH,CO,A,13.1,601+,10.3,601+,11,701+,1.4,701+,22.6,505,1.4,701+,58.3,652,9.5,701+,1.1,701+,
1007,1001-1200,Aligarh Muslim University,IN,L,VH,CO,A,11.1,601+,2.8,601+,16.2,701+,12.1,690,2.7,701+,1,701+,46,701+,1.4,701+,13.2,606=,
1008,1001-1200,Amity University,IN,L,VH,CO,B,9.8,601+,10.6,601+,10.7,701+,7.1,701+,4.1,701+,3.7,701+,61.5,609,21.1,527,10.8,650=,
1009,1001-1200,Amrita Vishwa Vidyapeetham,IN,L,VH,FC,B,5.8,601+,4.7,601+,24,611,5.7,701+,1.7,701+,35.5,450,39.7,701+,1.6,701+,1.1,701+,
1010,1001-1200,An-Najah National University,PS,L,MD,FC,A,7.7,601+,12.1,601+,7.3,701+,2.3,701+,21.8,524,34.6,464,31.8,701+,24.8,481,1.1,701+,
1011,1001-1200,"Arab Academy for Science, Technology and Maritime Transport",EG,L,VH,FO,A,7.4,601+,8.4,601+,33,478,1.5,701+,11.4,701+,6.8,701+,29.8,701+,20.4,533,1.6,701+,
1012,1001-1200,Assiut University,EG,XL,HI,FC,A,11.4,601+,9.8,601+,13.6,701+,2.2,701+,2.5,701+,11.8,701+,56,678,3.5,701+,5.4,701+,
1013,1001-1200,Azerbaijan State Oil and Industry University,AZ,L,HI,FO,A,7.3,601+,5.3,601+,29.9,521,1.1,701+,31.4,401,17.4,634,6.6,701+,2.6,701+,,,
1014,1001-1200,Azerbaijan State University of Economics,AZ,L,HI,FO,A,13,601+,14.5,570,26.1,569,1.2,701+,38.6,330,14.2,678,4.6,701+,3.4,701+,1.9,701+,
1015,1001-1200,BRAC University,BD,L,HI,CO,B,11.6,601+,27.9,344,10,701+,2,701+,3.8,701+,2,701+,21.4,701+,1.4,701+,1.1,701+,
1016,1001-1200,Banaras Hindu University,IN,L,VH,FC,A,13.5,601+,8,601+,12.4,701+,9,701+,8.8,701+,1.2,701+,56.4,673,1.7,701+,2.7,701+,
1017,1001-1200,Baylor University,US,L,VH,CO,B,6.1,601+,9.1,601+,11.9,701+,7.5,701+,11.6,701+,2.4,701+,41.8,701+,3.8,701+,4,701+,
1018,1001-1200,Bielefeld University,DE,L,VH,CO,A,14.2,601+,3.3,601+,8,701+,6.7,701+,2.9,701+,20,597,67,524,7,701+,4.9,701+,
1019,1001-1200,Binghamton University SUNY,US,L,VH,CO,A,7,601+,5.1,601+,5.7,701+,15.8,624,3.9,701+,10.8,701+,44.2,701+,10.3,701+,3.1,701+,
1020,1001-1200,Birmingham City University,GB,L,HI,CO,A,6.2,601+,4.4,601+,7.3,701+,3.2,701+,6.5,701+,42,409,27.2,701+,73.8,195,1.4,701+,
1021,1001-1200,Brigham Young University,US,XL,VH,CO,B,7.5,601+,7,601+,4.8,701+,10.4,701+,22.2,520,1.3,701+,52.4,701+,3,701+,3.8,701+,
1022,1001-1200,Canterbury Christ Church University,GB,L,HI,CO,A,5.1,601+,2.2,601+,4.7,701+,3.7,701+,1.3,701+,34.5,465,17.7,701+,87.6,136,1,701+,
1023,1001-1200,Chang Jung Christian University,TW,M,HI,CO,B,8.5,601+,4.6,601+,48.4,323,1.6,701+,2,701+,6.1,701+,4.8,701+,4.4,701+,1.1,701+,
1024,1001-1200,Chung Yuan Christian University,TW,L,HI,CO,A,6.3,601+,5.3,601+,4.3,701+,15.6,626,22.4,512,3.9,701+,15.1,701+,6.7,701+,7.9,701+,
1025,1001-1200,Chungbuk National University,KR,M,VH,FC,A,3.8,601+,2.7,601+,34.1,463,10.3,701+,1.7,701+,10.5,701+,27.4,701+,7.7,701+,15.4,585=,
1026,1001-1200,College of William and Mary,US,M,VH,CO,A,8.1,601+,9.1,601+,20.9,657,11.4,701+,23.7,476,6.3,701+,33.1,701+,5.4,701+,4.3,701+,
1027,1001-1200,Corvinus University of Budapest,HU,M,VH,FO,B,10.3,601+,21.6,427,4.7,701+,3.1,701+,33.5,377,7.3,701+,19.3,701+,34.8,393,1,701+,
1028,1001-1200,Cracow University of Technology (Politechnika Krakowska),PL,L,VH,SP,A,11,601+,21.3,431,21.7,642,4.7,701+,5.4,701+,2.6,701+,46.5,701+,3.3,701+,1,701+,
1029,1001-1200,Dankook University,KR,L,HI,FC,B,5.8,601+,4,601+,59.2,248,3,701+,2.9,701+,4.2,701+,13,701+,7.1,701+,4.1,701+,
1030,1001-1200,EGE UNIVERSITY,TR,L,HI,FC,A,10,601+,13.6,595,15.8,701+,3.2,701+,2.1,701+,1.3,701+,68.6,506,7.8,701+,1.4,701+,
1031,1001-1200,Escuela Superior Politécnica del Litoral (ESPOL),EC,M,HI,CO,A,14.3,601+,8.4,601+,22.4,627,2.6,701+,8.6,701+,12,701+,27.5,701+,1.6,701+,22.7,509,
1032,1001-1200,Fordham University,US,L,HI,CO,B,6.8,601+,8.3,601+,14.8,701+,5.4,701+,29.1,427,6.3,701+,23.9,701+,13.9,641,1.4,701+,
1033,1001-1200,Gebze Technical University (GTU),TR,M,VH,CO,A,4.5,601+,3.4,601+,7.8,701+,18.5,574,2.3,701+,6.2,701+,37.3,701+,3.8,701+,3.8,701+,
1034,1001-1200,George Mason University,US,XL,VH,CO,A,8.8,601+,4.8,601+,12.4,701+,9.2,701+,11.9,701+,10,701+,60.9,623,15.3,616,22.5,510=,
1035,1001-1200,Gifu University,JP,M,VH,FC,A,6.6,601+,2.3,601+,57.9,253,7.6,701+,1.8,701+,4.3,701+,20.6,701+,3.3,701+,3.1,701+,
1036,1001-1200,Glasgow Caledonian University,GB,L,VH,FO,A,5.2,601+,5.4,601+,4.3,701+,6.3,701+,6.8,701+,30.1,494,37.2,701+,34.9,392,23.5,503=,
1037,1001-1200,Gunma University,JP,M,VH,FO,A,3.5,601+,1.9,601+,85.8,102,4.7,701+,1.9,701+,4,701+,8.7,701+,3.2,701+,1,701+,
1038,1001-1200,Guru Gobind Singh Indraprastha University,IN,S,VH,CO,A,4.5,601+,4.4,601+,6.6,701+,27.7,469,6.4,701+,3.7,701+,17.3,701+,5.1,701+,2.2,701+,
1039,1001-1200,Harbin Engineering University,CN,L,VH,FO,A,5.4,601+,2.4,601+,16.5,701+,28.1,464,3.8,701+,2.3,701+,32.4,701+,2.2,701+,1.3,701+,
1040,1001-1200,Hohai University,CN,XL,VH,FO,A,4.1,601+,1.5,601+,7.9,701+,16.5,614,2.2,701+,,,70.7,474,,,2.4,701+,
1041,1001-1200,Howard University,US,M,HI,FC,B,7,601+,9.2,601+,38.9,403,3,701+,18.8,588,1.1,701+,31.9,701+,4.1,701+,1.1,701+,
1042,1001-1200,Hungarian University of Agriculture and Life Sciences,HU,M,VH,FO,B,6,601+,4.9,601+,30.4,514,3.2,701+,3.6,701+,2.2,701+,53.5,701+,29.2,437,1.3,701+,
1043,1001-1200,"ITESO, Universidad Jesuita de Guadalajara",MX,M,MD,FO,B,6.3,601+,4.4,601+,72.8,181,1,701+,1.9,701+,2.4,701+,3.5,701+,1.5,701+,1,701+,
1044,1001-1200,Indiana University–Purdue University Indianapolis,US,L,HI,FC,A,7.1,601+,4.5,601+,22.2,634,10,701+,3.7,701+,28.8,503,33.6,701+,6.6,701+,6.7,701+,
1045,1001-1200,International Christian University,JP,S,MD,CO,C,5.2,601+,11.5,601+,19.4,686,1.5,701+,12,701+,76.3,254,10.1,701+,4.5,701+,,,
1046,1001-1200,International Islamic University Islamabad (IIU),PK,L,HI,CO,A,7,601+,10.7,601+,3.5,701+,8,701+,4.3,701+,4.2,701+,50.3,701+,6.1,701+,1.1,701+,
1047,1001-1200,Islamic University of Madinah,SA,L,HI,FO,A,5.5,601+,1.9,601+,6.6,701+,1.5,701+,2.1,701+,36.3,440,10.3,701+,100,5,1,701+,
1048,1001-1200,Jiangnan University,CN,L,VH,FC,A,4.4,601+,3.3,601+,20,672,26.7,479,1.4,701+,,,44.4,701+,,,1.2,701+,
1049,1001-1200,Kagoshima University,JP,M,HI,FC,A,6.1,601+,2.9,601+,63.6,216,3.5,701+,1.7,701+,3.8,701+,26.6,701+,2.8,701+,1,701+,
1050,1001-1200,Kangwon National University,KR,L,HI,FC,A,4.8,601+,4.7,601+,22.2,632,8.2,701+,2.8,701+,4.7,701+,27.6,701+,2.6,701+,34.5,411=,
1051,1001-1200,Kazakh-British Technical University,KZ,M,HI,FO,A,14.4,601+,28.2,339,16.1,701+,1.5,701+,3.4,701+,6,701+,13.8,701+,2.5,701+,1.2,701+,
1052,1001-1200,Kent State University,US,L,VH,FO,A,5.5,601+,2.9,601+,6.2,701+,12.7,674,7.6,701+,19.2,611,57.1,660,6.6,701+,2.8,701+,
1053,1001-1200,Kyushu Institute of Technology,JP,M,VH,FO,A,4.6,601+,5.4,601+,9.6,701+,25.6,491,1.9,701+,7.1,701+,20.6,701+,3.5,701+,1.1,701+,
1054,1001-1200,Leeds Beckett University,GB,L,HI,CO,A,4.5,601+,5.9,601+,3.8,701+,7.5,701+,8.5,701+,39.1,424,24.8,701+,27.4,452,1.5,701+,
1055,1001-1200,Lobachevsky University,RU,L,VH,FO,A,7.9,601+,3.9,601+,41.1,382,2,701+,3.2,701+,2,701+,18.1,701+,22.3,514,1.3,701+,
1056,1001-1200,Lodz University of Technology,PL,M,VH,CO,A,5,601+,3.4,601+,46.2,335,8.9,701+,3.2,701+,3.3,701+,50.7,701+,4,701+,4,701+,
1057,1001-1200,London Metropolitan University,GB,M,HI,CO,A,5,601+,3,601+,3.8,701+,3.3,701+,13.5,701+,59.5,327,16.1,701+,100,22,1,701+,
1058,1001-1200,Loyola University Chicago,US,L,HI,FC,B,8.5,601+,17.3,497,23.2,620,7,701+,13.2,701+,6.5,701+,39.5,701+,3,701+,1.9,701+,
1059,1001-1200,Lviv Polytechnic National University,UA,L,VH,CO,A,8.4,601+,13.5,598,28.4,546,1.9,701+,15.2,654,1.4,701+,18.9,701+,1.2,701+,11.5,632=,
1060,1001-1200,Marmara University,TR,XL,VH,FO,A,8.1,601+,11.4,601+,4.4,701+,2.4,701+,23.9,474,2.9,701+,45.3,701+,4.2,701+,2.7,701+,
1061,1001-1200,Mississippi State University,US,L,VH,CO,A,6.2,601+,3.6,601+,7.4,701+,17.4,592,7.1,701+,8.9,701+,50.6,701+,3.1,701+,4.5,701+,
1062,1001-1200,Multimedia University (MMU),MY,M,VH,FO,C,11,601+,15.4,549,10.9,701+,4.7,701+,3.8,701+,28.5,504,19.6,701+,30.3,426,3.7,701+,
1063,1001-1200,Mustansiriyah University,IQ,XL,HI,FC,A,5,601+,8.4,601+,51.2,299,1.3,701+,4.2,701+,35.7,446,14,701+,3.6,701+,1.1,701+,
1064,1001-1200,Mutah University,JO,M,MD,FC,A,9.1,601+,11,601+,11,701+,1.8,701+,7.3,701+,10.1,701+,25.7,701+,32.5,410,1.6,701+,
1065,1001-1200,Mykolas Romeris University,LT,S,VH,FO,A,6.2,601+,8.7,601+,13.9,701+,4.5,701+,47.2,273,14,685,15,701+,35.3,387,11.8,623=,
1066,1001-1200,NJSC KIMEP University,KZ,S,HI,SP,B,5.9,601+,14.3,576,13.8,701+,4,701+,27.6,437,75.6,258,2.5,701+,15.7,611,1,701+,
1067,1001-1200,Nanjing Normal University,CN,XL,VH,SP,A,5,601+,1.8,601+,15.8,701+,26.8,478,4.4,701+,,,53.3,701+,4.2,701+,2.9,701+,
1068,1001-1200,Narxoz University,KZ,M,MD,FO,B,9.6,601+,7.5,601+,12.9,701+,1.3,701+,60.3,200,14.9,667,1,701+,6.2,701+,1.4,701+,
